,Question,Answer URL,Answer Label,Question Rating,Answer Quality,Factual,questionId
631,does unflavoured carbonated water cause damage to teeth,https://skeptics.stackexchange.com/questions/22890#22903,no,2.0,2.6666666666666665,1.0,22890
632,is starlite a hoax,https://skeptics.stackexchange.com/questions/22956#26427,yes,2.6666666666666665,2.3333333333333335,1.0,22956
633,do quinoa flakes have the same nutritional profile as whole quinoa,https://skeptics.stackexchange.com/questions/22991#23007 ,no,2.0,2.6666666666666665,1.0,22991
634,is coffee the  source of antioxidants in the us diet,https://skeptics.stackexchange.com/questions/23104#23186,na,2.6666666666666665,1.3333333333333333,1.0,23104
635,do sugarfree gummy bears cause gastrointestinal distress,https://skeptics.stackexchange.com/questions/23153#23156,yes,2.5,3.0,1.0,23153
636,does increasing water intake during a diet help with weight loss,https://skeptics.stackexchange.com/questions/23289#23302,yes,1.3333333333333333,2.0,1.0,23289
637,is coconut oil the best for hightemperature cooking,https://skeptics.stackexchange.com/questions/23317#23362,no,2.6666666666666665,2.0,1.0,23317
638,did this couple lose  pounds of weight in  years,https://skeptics.stackexchange.com/questions/23366#23370,na,1.0,1.3333333333333333,1.0,23366
639,is it healthy to eat breakfast like a king lunch like a prince and dinner like a pauper,https://skeptics.stackexchange.com/questions/23379#26462,na,2.5,1.5,1.0,23379
640,does tapping on acupoints during an emotional problem change chemistry in the brain,https://skeptics.stackexchange.com/questions/23408#23409,na,2.3333333333333335,2.3333333333333335,1.0,23408
641,is arthritis a symptom of borondeficiency in the diet,https://skeptics.stackexchange.com/questions/23415#45439,na,2.5,3.0,1.0,23415
642,does eating dark chocolate reduce the risk of heart diseases,https://skeptics.stackexchange.com/questions/23504#23505,na,2.5,3.0,1.0,23504
643,does drinking juice help to remove toxins,https://skeptics.stackexchange.com/questions/23508#28427,no,2.0,1.6666666666666667,1.0,23508
644,do chromium or manganese supplements have any benefits,https://skeptics.stackexchange.com/questions/23514#23518,no,2.3333333333333335,3.0,1.0,23514
645,does drinking black tea increase prostate cancer risk,https://skeptics.stackexchange.com/questions/23560#28409,na,1.3333333333333333,2.3333333333333335,1.0,23560
646,does helminthic therapy help in the treatment of crohns disease,https://skeptics.stackexchange.com/questions/23574#23577,na,1.6666666666666667,1.6666666666666667,1.0,23574
647,can anesa be used to diagnose pathologies,https://skeptics.stackexchange.com/questions/23618#36995,na,1.3333333333333333,2.3333333333333335,1.0,23618
648,was inbreeding responsible for haemophilia in royalty,https://skeptics.stackexchange.com/questions/23648#23649,na,2.5,3.0,1.0,23648
649,does extremely high intelligence correlate with poorer social skills,https://skeptics.stackexchange.com/questions/23682#37534,no,2.5,2.0,1.0,23682
650,do calcified water heaters use more energy,https://skeptics.stackexchange.com/questions/23802#23895,no,1.3333333333333333,2.0,1.0,23802
651,are polyamorous people happier,https://skeptics.stackexchange.com/questions/23807#38837,na,2.0,1.3333333333333333,1.0,23807
652,did thomas edison test  materials for the filament of his light bulb,https://skeptics.stackexchange.com/questions/23820#27178,yes,2.0,2.3333333333333335,1.0,23820
653,do blue lights on railway platforms reduce suicide,https://skeptics.stackexchange.com/questions/23859#30229,na,2.5,3.0,1.0,23859
654,is suicide caused by or correlated with living at high altitude,https://skeptics.stackexchange.com/questions/23868#32261,yes,2.6666666666666665,2.3333333333333335,1.0,23868
655,can eating human hair cause a blockage in the digestive tract,https://skeptics.stackexchange.com/questions/23899#23900,yes,2.0,2.0,1.0,23899
656,does the average american thanksgiving meal contain  calories,https://skeptics.stackexchange.com/questions/23908#23984,na,1.3333333333333333,2.0,1.0,23908
657,do  of the swiss eat dogs and cats,https://skeptics.stackexchange.com/questions/23915#31983,no,1.3333333333333333,2.0,1.0,23915
658,is animal agriculture responsible for more greenhouse gas emissions than transportation,https://skeptics.stackexchange.com/questions/23920#23925,yes,2.5,3.0,1.0,23920
659,are sharks primarily hunted for chinese cuisine,https://skeptics.stackexchange.com/questions/23945#23985,yes,2.5,2.5,1.0,23945
660,has the snowball approach to debt repayment been shown to have any advantages,https://skeptics.stackexchange.com/questions/24004#24035 ,yes,2.3333333333333335,2.6666666666666665,1.0,24004
661,does technology exist that can read memories from human brains,https://skeptics.stackexchange.com/questions/24096#24097 ,yes,2.0,2.5,1.0,24096
662,does an empty stomach cause gas,https://skeptics.stackexchange.com/questions/25176#25186,na,2.0,2.0,1.0,25176
663,is salt an antihistamine,https://skeptics.stackexchange.com/questions/25313#25315,no,1.3333333333333333,2.0,1.0,25313
664,does chicory root extract cause high flatulence,https://skeptics.stackexchange.com/questions/25316#30057,na,1.0,1.0,1.0,25316
665,are most adults lactose intolerant,https://skeptics.stackexchange.com/questions/25318#25324,yes,3.0,3.0,1.0,25318
666,is a human on a bike more efficient than a fish in water,https://skeptics.stackexchange.com/questions/26331#26333,yes,1.3333333333333333,2.6666666666666665,1.0,26331
667,is it common that north americans who call themselves vegetarian eat fish,https://skeptics.stackexchange.com/questions/26337#26339,yes,2.6666666666666665,3.0,1.0,26337
668,is lyme disease endemic in australia,https://skeptics.stackexchange.com/questions/26426#43873 ,yes,2.0,3.0,1.0,26426
669,did food industry make their instant cakes harder to cook in the s,https://skeptics.stackexchange.com/questions/26467#26469,no,2.3333333333333335,2.3333333333333335,1.0,26467
670,did someone using a private jet tell americans their expectations are too high,https://skeptics.stackexchange.com/questions/26502#40332,na,1.0,1.0,1.0,26502
671,did astronauts leave footprints on the moon,https://skeptics.stackexchange.com/questions/26574#26583,yes,2.0,3.0,1.0,26574
672,did thales conduct experiments in electricity,https://skeptics.stackexchange.com/questions/26654#26657,na,1.6666666666666667,1.3333333333333333,1.0,26654
673,can nasal spray with eucalyptus help prevent further infections,https://skeptics.stackexchange.com/questions/26678#30642,yes,1.0,3.0,1.0,26678
674,are secularatheist adults less vengeful nationalistic militaristic authoritarian and more tolerant,https://skeptics.stackexchange.com/questions/26763#26794,yes,2.3333333333333335,1.6666666666666667,1.0,26763
675,is the asshole effect a phenomenon correlated with wealth,https://skeptics.stackexchange.com/questions/26805#26808,yes,2.6666666666666665,2.6666666666666665,1.0,26805
676,is food handled in china but available in australia less safe than food handled in australia,https://skeptics.stackexchange.com/questions/26821#38171,na,1.3333333333333333,2.3333333333333335,1.0,26821
677,are diet soft drinks linked to depression in women,https://skeptics.stackexchange.com/questions/26862#26970,na,2.0,2.3333333333333335,1.0,26862
678,does the human body crave missing vitamins,https://skeptics.stackexchange.com/questions/26863#28363,yes,2.0,2.0,1.0,26863
679,did global warming exacerbate the syrian conflict,https://skeptics.stackexchange.com/questions/26953#30999,yes,2.3333333333333335,3.0,1.0,26953
680,did willie soon fail to disclose a conflict of interest with the fossil fuel lobby,https://skeptics.stackexchange.com/questions/26975#26983,yes,2.3333333333333335,2.3333333333333335,1.0,26975
681,do you need specialist filters to look at the sun,https://skeptics.stackexchange.com/questions/27125#27128,yes,2.3333333333333335,1.3333333333333333,1.0,27125
682,is ghb safe to consume,https://skeptics.stackexchange.com/questions/27158#27208,yes,2.5,2.5,1.0,27158
683,is profanity correlated with trustworthiness and honesty,https://skeptics.stackexchange.com/questions/27164#27167,no,2.3333333333333335,2.3333333333333335,1.0,27164
684,does gelatin aid hair and nail growth,https://skeptics.stackexchange.com/questions/27204#27206,no,2.0,2.6666666666666665,1.0,27204
685,can bouncing batteries tell you if they are charged or not,https://skeptics.stackexchange.com/questions/27238#27239,yes,3.0,2.5,1.0,27238
686,are people happier when they spend money on experiences rather than physical objects,https://skeptics.stackexchange.com/questions/27277#41940,yes,2.6666666666666665,3.0,1.0,27277
687,is it unhealthy to lick the lid of a yogurt cup,https://skeptics.stackexchange.com/questions/27504#27602,no,2.0,2.0,1.0,27504
688,did spam sue a popular email service in the early days of the internet,https://skeptics.stackexchange.com/questions/27539#27540,no,1.6666666666666667,2.0,1.0,27539
689,did manahel thabet develop a groundbreaking formula to measure distance in space without the use of light,https://skeptics.stackexchange.com/questions/27566#27575 ,no,2.0,3.0,1.0,27566
690,can a strong solar storm knock out our power grids for months,https://skeptics.stackexchange.com/questions/27605#27606,yes,3.0,2.5,1.0,27605
691,are sprout seeds safe to eat,https://skeptics.stackexchange.com/questions/27653#27654,no,1.3333333333333333,2.0,1.0,27653
692,do calorie charts in restaurants affect peoples choice of foods,https://skeptics.stackexchange.com/questions/27721#42033,no,2.6666666666666665,2.6666666666666665,1.0,27721
693,does getting a running start increase your vertical jump,https://skeptics.stackexchange.com/questions/27749#27750,yes,3.0,3.0,1.0,27749
694,does heating breast milk in a microwave oven destroy nutrients,https://skeptics.stackexchange.com/questions/27782#27783,na,1.6666666666666667,1.3333333333333333,1.0,27782
695,are confident guys more likely to get a girlfriend,https://skeptics.stackexchange.com/questions/27834#27836,na,2.3333333333333335,1.6666666666666667,1.0,27834
696,do extreme homeopathic dilutions still retain quantities of the starting materials,https://skeptics.stackexchange.com/questions/27876#27895,no,1.0,2.5,1.0,27876
697,does one in six americans struggle with hunger,https://skeptics.stackexchange.com/questions/27903#27904,no,2.0,2.3333333333333335,1.0,27903
698,does zeolite remove heavy metals and radiation from the body,https://skeptics.stackexchange.com/questions/27986#28016,yes,1.5,1.5,1.0,27986
699,does the hpv vaccine have more frequent adverse reactions than other immunisations,https://skeptics.stackexchange.com/questions/27987#28008,no,2.3333333333333335,2.6666666666666665,1.0,27987
700,is sodium nitrite food additive e carcinogenic,https://skeptics.stackexchange.com/questions/28106#28416,yes,2.0,3.0,1.0,28106
701,does gender reassignment surgery increase quality of life of transgender individuals,https://skeptics.stackexchange.com/questions/28110#28117,yes,2.5,3.0,1.0,28110
702,do dietary vitamin supplements like berocca help improve mental performance,https://skeptics.stackexchange.com/questions/28173#28824,no,2.6666666666666665,2.6666666666666665,1.0,28173
703,is coldpressed juice higher in nutrients,https://skeptics.stackexchange.com/questions/28180#28198,na,2.0,2.6666666666666665,1.0,28180
704,do nightlights during childhood cause myopia later in life,https://skeptics.stackexchange.com/questions/28227#28233,no,3.0,3.0,1.0,28227
705,is this description of the processes which take place in the body for an hour after drinking coca cola accurate,https://skeptics.stackexchange.com/questions/28612#28615,na,2.3333333333333335,3.0,1.0,28612
706,was the term goosebumps ever used to refer to venereal sores,https://skeptics.stackexchange.com/questions/28720#39664,yes,1.6666666666666667,2.0,1.0,28720
707,did aw customers think  pound burger patties weigh less than  pound ones,https://skeptics.stackexchange.com/questions/28745#28746,yes,1.5,1.5,1.0,28745
708,do shade balls conservesave water,https://skeptics.stackexchange.com/questions/28749#28751,yes,2.0,1.6666666666666667,1.0,28749
709,does  g of gatorade powder contain  g of carbohydrates,https://skeptics.stackexchange.com/questions/28844#28846,yes,1.6666666666666667,2.0,1.0,28844
710,is very young lamb poisonous,https://skeptics.stackexchange.com/questions/28850#28862,na,1.3333333333333333,1.3333333333333333,1.0,28850
711,do trackers hold their ears to the ground,https://skeptics.stackexchange.com/questions/28858#31250,yes,1.6666666666666667,2.0,1.0,28858
712,can reducing dht by dietary means reduce or reverse hair loss,https://skeptics.stackexchange.com/questions/28865#28866,na,1.6666666666666667,1.6666666666666667,1.0,28865
713,does painting a room pink make it calming,https://skeptics.stackexchange.com/questions/28903#28904,no,1.0,2.0,1.0,28903
714,are stomach noises normal for healthy stomachs and diets,https://skeptics.stackexchange.com/questions/28932#28937,yes,2.0,2.3333333333333335,1.0,28932
715,is the world record for staying in an anechoic chamber an hour or less,https://skeptics.stackexchange.com/questions/29944#29946,no,2.0,3.0,1.0,29944
716,can one hour of tv per day worsen gcse grades,https://skeptics.stackexchange.com/questions/29952#29996 ,na,2.6666666666666665,2.3333333333333335,1.0,29952
717,does eating certain food types alter your body temperature,https://skeptics.stackexchange.com/questions/29963#29982,yes,1.5,3.0,1.0,29963
718,do vietnamese schools officially require students to write with their right hands,https://skeptics.stackexchange.com/questions/30149#30151,no,2.0,2.6666666666666665,1.0,30149
719,does honey contain traces of alcohol,https://skeptics.stackexchange.com/questions/30379#30386,yes,2.0,2.6666666666666665,1.0,30379
720,are fresh tomatoes more healthy than tomato paste,https://skeptics.stackexchange.com/questions/30389#30395,no,2.0,1.5,1.0,30389
721,did albert einstein say the only reason for time is so that everything doesnt happen at once,https://skeptics.stackexchange.com/questions/30400#30402,no,2.0,3.0,1.0,30400
722,do bees pollinate  of the worlds food sources,https://skeptics.stackexchange.com/questions/30495#30506 ,no,2.0,2.3333333333333335,1.0,30495
723,does probiora promote tooth and gum health,https://skeptics.stackexchange.com/questions/30522#30524,no,1.6666666666666667,2.0,1.0,30522
724,did exxon suppress its own scientific results on climate change,https://skeptics.stackexchange.com/questions/30562#30592,no,2.0,3.0,1.0,30562
725,is the stockholm syndrome a real effect,https://skeptics.stackexchange.com/questions/30570#30571,na,2.6666666666666665,2.3333333333333335,1.0,30570
726,do setback thermostats cause more energy to be used and does the heating type matter,https://skeptics.stackexchange.com/questions/30896#30904,na,2.0,2.0,1.0,30896
727,did stephen hawking say that blackholes dont exist,https://skeptics.stackexchange.com/questions/30962#30987,no,2.3333333333333335,3.0,1.0,30962
728,does ones personality set in at seven years old,https://skeptics.stackexchange.com/questions/30995#31003,no,1.3333333333333333,2.6666666666666665,1.0,30995
729,are people who love inspirational quotes less intelligent,https://skeptics.stackexchange.com/questions/31015#31017,na,1.0,1.6666666666666667,1.0,31015
730,can you tell someone is hungry based on stomach rumbling,https://skeptics.stackexchange.com/questions/31047#31052,yes,2.0,2.0,1.0,31047
731,do peanuts contain high levels of omega fatty acids,https://skeptics.stackexchange.com/questions/31073#31074,yes,1.6666666666666667,2.0,1.0,31073
732,does drinking milk increase risk of death,https://skeptics.stackexchange.com/questions/31103#31146,na,2.3333333333333335,2.6666666666666665,1.0,31103
733,are there us labs that sell testosterone free tests for,https://skeptics.stackexchange.com/questions/31106#31107,yes,1.0,1.3333333333333333,1.0,31106
734,can hypnosis be a contributing factor to suicide,https://skeptics.stackexchange.com/questions/31231#31276,yes,1.5,2.0,1.0,31231
735,did microsoft say that our attention spans are less than that of a goldfish,https://skeptics.stackexchange.com/questions/31374#31379,yes,2.3333333333333335,2.3333333333333335,1.0,31374
736,is eating food with your bare hands more tasty,https://skeptics.stackexchange.com/questions/31481#31492,na,2.3333333333333335,2.0,1.0,31481
737,do men feel threatened by intelligent women,https://skeptics.stackexchange.com/questions/31529#31530,na,2.5,3.0,1.0,31529
738,are annual contributions to carbon in the atmosphere due to human activities increasing by  per annum,https://skeptics.stackexchange.com/questions/31665#31666,no,2.3333333333333335,2.0,1.0,31665
739,does the average american eat  animals during their lives,https://skeptics.stackexchange.com/questions/31743#31758,no,1.6666666666666667,1.6666666666666667,1.0,31743
740,does lowcalorie highprotein diet fitness regime allow simultaneous muscle growth and fat loss,https://skeptics.stackexchange.com/questions/31781#31814,na,2.5,2.0,1.0,31781
741,does eating birds nests stimulate the regeneration of cells,https://skeptics.stackexchange.com/questions/31812#31856,no,1.3333333333333333,2.6666666666666665,1.0,31812
742,is castoreum from a beavers butt used for substitute vanilla flavoring,https://skeptics.stackexchange.com/questions/31837#31838,no,1.0,2.5,1.0,31837
743,does stress cause hair to go grey,https://skeptics.stackexchange.com/questions/31896#31901,yes,2.0,2.5,1.0,31896
744,do nightshades and tomatoes cause inflammation,https://skeptics.stackexchange.com/questions/31907#31911,na,1.6666666666666667,2.6666666666666665,1.0,31907
745,do frozen foods remain safe indefinitely,https://skeptics.stackexchange.com/questions/31919#31926,yes,2.3333333333333335,2.6666666666666665,1.0,31919
746,does water always boil at  c under normal atmospheric pressure,https://skeptics.stackexchange.com/questions/31944#31945,no,2.0,3.0,1.0,31944
747,is dream interpretation superstitious,https://skeptics.stackexchange.com/questions/31957#31962,na,2.6666666666666665,1.3333333333333333,1.0,31957
748,can the human sense of touch work at the atomic scale,https://skeptics.stackexchange.com/questions/32042#32046,yes,2.0,2.3333333333333335,1.0,32042
749,does the gorilla koko have an iq in the range,https://skeptics.stackexchange.com/questions/32155#32157,yes,2.6666666666666665,2.3333333333333335,1.0,32155
750,does supplementation of garlicallicin reduce the risk of catching the common cold significantly,https://skeptics.stackexchange.com/questions/32227#32238,na,2.0,2.5,1.0,32227
751,can you measure the quality of fish oil by trying to dissolve styrofoam,https://skeptics.stackexchange.com/questions/32267#32273,na,1.3333333333333333,2.3333333333333335,1.0,32267
752,are the vitamins l and l necessary for rats to lactate,https://skeptics.stackexchange.com/questions/32364#32393,no,1.3333333333333333,2.6666666666666665,1.0,32364
753,is  of the bodys serotonin found in the bowels,https://skeptics.stackexchange.com/questions/32404#32420,yes,2.3333333333333335,2.3333333333333335,1.0,32404
754,do highfat diets causes heart disease,https://skeptics.stackexchange.com/questions/32423#32520,na,2.6666666666666665,2.0,1.0,32423
755,is it illegal in germany to waste food at a restaurant,https://skeptics.stackexchange.com/questions/32424#32497,no,2.0,2.6666666666666665,1.0,32424
756,does himalayan salt have positive effects on the ph balance inside the human body,https://skeptics.stackexchange.com/questions/32438#32441,no,1.6666666666666667,2.3333333333333335,1.0,32438
757,does standard table salt contain anticaking agents that prevent salts from disolving in our body,https://skeptics.stackexchange.com/questions/32449#32477,no,2.0,2.6666666666666665,1.0,32449
758,is canadian pm trudeaus explanation about quantum computing accurate,https://skeptics.stackexchange.com/questions/32539#32543,na,2.0,2.0,1.0,32539
759,was dark matter invented to explain the formation of primordial stars,https://skeptics.stackexchange.com/questions/32610#32618,no,1.3333333333333333,2.3333333333333335,1.0,32610
760,can anxiety increase body odor,https://skeptics.stackexchange.com/questions/32646#34955,yes,2.0,3.0,1.0,32646
761,does this video show a water droplet in gravitational orbit,https://skeptics.stackexchange.com/questions/32720#32721,no,1.6666666666666667,2.3333333333333335,1.0,32720
762,do we dream every night,https://skeptics.stackexchange.com/questions/32929#32940,yes,2.6666666666666665,2.3333333333333335,1.0,32929
763,are fruits better than processed fruit juices,https://skeptics.stackexchange.com/questions/32930#32939,yes,3.0,3.0,1.0,32930
764,do supermarkets spray fruit to keep it from rotting,https://skeptics.stackexchange.com/questions/32995#33025,yes,1.6666666666666667,2.6666666666666665,1.0,32995
765,was a misplaced decimal point responsible for the popular belief that spinach has a lot of iron,https://skeptics.stackexchange.com/questions/33189#34203,no,2.0,2.5,1.0,33189
766,can humans digest the iron present in spinach,https://skeptics.stackexchange.com/questions/34220#34252,na,1.6666666666666667,1.6666666666666667,1.0,34220
767,does a lack of radiation shadows disprove the big bang theory,https://skeptics.stackexchange.com/questions/34226#34231,na,2.0,1.3333333333333333,1.0,34226
768,does michio kaku claim he has found proof of gods existence,https://skeptics.stackexchange.com/questions/34234#34293,na,1.6666666666666667,2.0,1.0,34234
769,does fluoridated water increase the risk of fractures amongst osteoporosis patients,https://skeptics.stackexchange.com/questions/34301#34309,no,1.0,2.3333333333333335,1.0,34301
770,do sandwiches taste better when someone else makes them,https://skeptics.stackexchange.com/questions/34311#34315,no,1.0,2.0,1.0,34311
771,did tony yahle die and come back to life,https://skeptics.stackexchange.com/questions/34463#34466,yes,2.0,2.6666666666666665,1.0,34463
772,does having a spoon in the cup keep your coffee hot for longer,https://skeptics.stackexchange.com/questions/34600#34602,no,2.0,2.6666666666666665,1.0,34600
773,did a yearold highschool girl in iran produce nuclear energy at her home in,https://skeptics.stackexchange.com/questions/34714#44083,na,2.3333333333333335,2.3333333333333335,1.0,34714
774,is fructose the  source of obesity in the united states today,https://skeptics.stackexchange.com/questions/34808#35245,no,1.6666666666666667,3.0,1.0,34808
775,is biochemical transmutations of elements possible,https://skeptics.stackexchange.com/questions/34824#34850,no,1.6666666666666667,1.6666666666666667,1.0,34824
776,has the cern lhc muon detector caused mini singularities within earths atmosphere,https://skeptics.stackexchange.com/questions/34893#34894,no,1.6666666666666667,1.6666666666666667,1.0,34893
777,have edible jars of honey been found in thousandyearold egyptian tombs,https://skeptics.stackexchange.com/questions/34922#34926,na,1.3333333333333333,2.0,1.0,34922
778,can chinas quantum satellite transmit messages faster than light,https://skeptics.stackexchange.com/questions/34952#34953,no,2.0,3.0,1.0,34952
779,is bhutan an extremely happy country,https://skeptics.stackexchange.com/questions/34964#34965,no,2.3333333333333335,2.3333333333333335,1.0,34964
780,does eating diatomaceous earth have these benefits,https://skeptics.stackexchange.com/questions/34971#34990,no,1.3333333333333333,2.3333333333333335,1.0,34971
781,do children in daycare have elevated cortisol levels,https://skeptics.stackexchange.com/questions/35013#35014,no,2.0,2.0,1.0,35013
782,does a female breast shape predict personality,https://skeptics.stackexchange.com/questions/35031#35043,no,2.0,2.0,1.0,35031
783,does consuming foods rich in phytic acid prevent mineral absorption,https://skeptics.stackexchange.com/questions/35091#35203,na,1.6666666666666667,2.0,1.0,35091
784,does it take time for the brain to realize that you have eaten too much,https://skeptics.stackexchange.com/questions/35330#35331,yes,1.5,2.0,1.0,35330
785,can waterseer extract as much as  l per day from the air,https://skeptics.stackexchange.com/questions/35472#35473,na,2.0,3.0,1.0,35472
786,are cheap tea bags dangerous to your health due to high fluoride levels,https://skeptics.stackexchange.com/questions/35494#45468,na,2.3333333333333335,3.0,1.0,35494
787,do the vitamins in a smoothie degrade when put in the fridge,https://skeptics.stackexchange.com/questions/35545#35547,no,2.3333333333333335,2.6666666666666665,1.0,35545
788,was this video of a home made phone charger faked,https://skeptics.stackexchange.com/questions/35562#35564,yes,2.0,2.6666666666666665,1.0,35562
789,is the rs sarmat missile capable of destroying an area the size of france,https://skeptics.stackexchange.com/questions/35637#35669,no,2.0,2.3333333333333335,1.0,35637
790,is trichina a deadly parasite,https://skeptics.stackexchange.com/questions/35652#36098,yes,2.6666666666666665,2.0,1.0,35652
791,is tequila a probiotic,https://skeptics.stackexchange.com/questions/35736#36811  ,no,1.3333333333333333,2.3333333333333335,1.0,35736
792,is it possible to cause a skin burn by telling a hypnotized subject they are touching a hot object,https://skeptics.stackexchange.com/questions/35883#41097,no,2.6666666666666665,2.0,1.0,35883
793,does the supermoon have a measurable effect on probability and magnitude of earthquakes,https://skeptics.stackexchange.com/questions/35888#37979,no,1.6666666666666667,2.6666666666666665,1.0,35888
794,are human fetal cells used to produce pepsi,https://skeptics.stackexchange.com/questions/35912#35914,no,2.0,2.5,1.0,35912
795,are we in a low co period compared to the last  million years,https://skeptics.stackexchange.com/questions/35927#35940,yes,3.0,2.0,1.0,35927
796,is half of the climate change in the past  years due to natural variation in the suns output,https://skeptics.stackexchange.com/questions/35963#35988,no,2.5,2.5,1.0,35963
797,is msg excitotoxic,https://skeptics.stackexchange.com/questions/36000#36001 ,no,1.3333333333333333,2.3333333333333335,1.0,36000
798,do  of us americans think that global warming is unproblematic since christ will return soon,https://skeptics.stackexchange.com/questions/36010#36011,no,2.0,2.3333333333333335,1.0,36010
799,is this refutation of climate change scientifically valid,https://skeptics.stackexchange.com/questions/36045#36048,no,2.3333333333333335,1.6666666666666667,1.0,36045
800,does the em drive electromagnetic drive work despite the apparent lack of propellant,https://skeptics.stackexchange.com/questions/36064#36083,na,1.5,2.5,1.0,36064
801,is global warming impossible because of cos dilution,https://skeptics.stackexchange.com/questions/36225#36264,no,2.0,2.3333333333333335,1.0,36225
802,did donald trump say that global warming was a hoax invented by the chinese,https://skeptics.stackexchange.com/questions/36330#36343,yes,2.3333333333333335,2.6666666666666665,1.0,36330
803,are people more careless with their mobile phones when an upgrade is due,https://skeptics.stackexchange.com/questions/36365#36366,na,2.3333333333333335,1.6666666666666667,1.0,36365
804,is the difference between men and women estimates of their number of sexual partners caused because men estimate rather than count,https://skeptics.stackexchange.com/questions/36393#36397,no,2.0,1.6666666666666667,1.0,36393
805,does plan b levonorgestrel prevent implantation of fertilized eggs,https://skeptics.stackexchange.com/questions/36535#36547,na,1.6666666666666667,2.3333333333333335,1.0,36535
806,is the statistic  of people achieve their new years resolutions based on facts,https://skeptics.stackexchange.com/questions/36549#36550,no,2.0,2.5,1.0,36549
807,are men attracted to women that look like their mothers,https://skeptics.stackexchange.com/questions/36555#36560,na,1.6666666666666667,2.0,1.0,36555
808,do people who swap sugary sodas for diet sodas lose weight,https://skeptics.stackexchange.com/questions/36556#36575,na,1.6666666666666667,2.0,1.0,36556
809,did elvis consume  calories a day at the end of his life,https://skeptics.stackexchange.com/questions/36629#36631,no,2.5,2.0,1.0,36629
810,can you predict a number that is randomly chosen by a person better than chance,https://skeptics.stackexchange.com/questions/36652#36655,yes,2.5,3.0,1.0,36652
811,do people feel indebted when they receive a free sample and are therefore more likely to buy,https://skeptics.stackexchange.com/questions/36683#36687,yes,2.0,3.0,1.0,36683
812,is pubic hair important for keeping pathogens from entering the vagina,https://skeptics.stackexchange.com/questions/36892#36893,yes,2.3333333333333335,2.0,1.0,36892
813,is donald trump forcing the epa to take down all climate change information,https://skeptics.stackexchange.com/questions/36897#36908,na,2.0,2.3333333333333335,1.0,36897
814,are milk and butter from grassfed cows better for you,https://skeptics.stackexchange.com/questions/37049#37055,no,1.6666666666666667,2.6666666666666665,1.0,37049
815,did noaa publish a fake map with temperature data it doesnt have,https://skeptics.stackexchange.com/questions/37119#37147,no,1.6666666666666667,3.0,1.0,37119
816,does having a natural birth offer health benefits to the child vs use of pain medication,https://skeptics.stackexchange.com/questions/37121#37124,no,2.3333333333333335,2.0,1.0,37121
817,did dna in a quartz container absorb every photon in the room,https://skeptics.stackexchange.com/questions/37266#37306,no,2.0,1.6666666666666667,1.0,37266
818,did the dalai lama cause mongolians to significantly reduce their alcohol consumption,https://skeptics.stackexchange.com/questions/37483#37488,no,2.5,1.5,1.0,37483
819,does the combination of diet exercising sleeping and stress reduction help in the prevention of alzheimers disease,https://skeptics.stackexchange.com/questions/37573#37583,yes,1.3333333333333333,2.0,1.0,37573
820,is the great barrier reef dead after  years of being alive,https://skeptics.stackexchange.com/questions/37603#37604,no,3.0,3.0,1.0,37603
821,are men expressing homophobia more likely to be homosexual,https://skeptics.stackexchange.com/questions/37628#37633,na,2.3333333333333335,2.0,1.0,37628
822,is there any evidence that soldiers turned traitor due to chinese brainwashing,https://skeptics.stackexchange.com/questions/37672#37784,yes,2.0,2.6666666666666665,1.0,37672
823,does the logarithmic nature of global warming invalidate climate change claims,https://skeptics.stackexchange.com/questions/37709#37730,no,2.3333333333333335,2.3333333333333335,1.0,37709
824,do snowballs snowball,https://skeptics.stackexchange.com/questions/38013#38020,yes,2.3333333333333335,2.6666666666666665,1.0,38013
825,does having more women in a group increase its collective intelligence,https://skeptics.stackexchange.com/questions/38033#38050 ,na,3.0,2.0,1.0,38033
826,are liberalleftwing people more intelligent than conservativerightwing people,https://skeptics.stackexchange.com/questions/38143#38150,na,2.6666666666666665,2.6666666666666665,1.0,38143
827,does leonardo dicaprio fly on private jets,https://skeptics.stackexchange.com/questions/38155#38159,yes,2.0,2.3333333333333335,1.0,38155
828,does eating burnt toast neutralize ingested poison,https://skeptics.stackexchange.com/questions/38214#38215,no,2.3333333333333335,2.0,1.0,38214
829,does cold water boil faster than hot water,https://skeptics.stackexchange.com/questions/38309#38311,no,3.0,3.0,1.0,38309
830,do hats or ponytails induce baldness,https://skeptics.stackexchange.com/questions/38349#38379,yes,2.3333333333333335,2.6666666666666665,1.0,38349
831,can mold cause gerd acid reflux,https://skeptics.stackexchange.com/questions/38399#39799,yes,1.6666666666666667,2.0,1.0,38399
832,does drinking matcha tea reduce ldl cholesterol in humans,https://skeptics.stackexchange.com/questions/38686#42540  ,yes,2.3333333333333335,2.3333333333333335,1.0,38686
833,do  of adults in the united states believe that chocolate milk comes from brown cows,https://skeptics.stackexchange.com/questions/38705#38706,na,1.6666666666666667,1.6666666666666667,1.0,38705
834,is olive oil sold in supermarkets largely made from other oils,https://skeptics.stackexchange.com/questions/38708#38710,no,1.6666666666666667,2.0,1.0,38708
835,do cows produce more co than cars,https://skeptics.stackexchange.com/questions/38750#38751,yes,2.6666666666666665,2.3333333333333335,1.0,38750
836,does charging a phone use the same power as a washing machine,https://skeptics.stackexchange.com/questions/38847#38849,no,1.6666666666666667,2.3333333333333335,1.0,38847
