Question,Answer URL,Answer Label,Question Rating,Answer Quality,Factual,questionId
do vietnamese schools officially require students to write with their right hands,https://skeptics.stackexchange.com/questions/30149#30151,no,2,2.666666667,1,30149
does honey contain traces of alcohol,https://skeptics.stackexchange.com/questions/30379#30386,yes,2,2.666666667,1,30379
are fresh tomatoes more healthy than tomato paste,https://skeptics.stackexchange.com/questions/30389#30395,no,2,1.5,1,30389
did albert einstein say the only reason for time is so that everything doesnt happen at once,https://skeptics.stackexchange.com/questions/30400#30402,no,2,3,1,30400
do bees pollinate  of the worlds food sources,https://skeptics.stackexchange.com/questions/30495#30506 ,no,2,2.333333333,1,30495
does probiora promote tooth and gum health,https://skeptics.stackexchange.com/questions/30522#30524,no,1.666666667,2,1,30522
did exxon suppress its own scientific results on climate change,https://skeptics.stackexchange.com/questions/30562#30592,no,2,3,1,30562
is the stockholm syndrome a real effect,https://skeptics.stackexchange.com/questions/30570#30571,na,2.666666667,2.333333333,1,30570
do setback thermostats cause more energy to be used and does the heating type matter,https://skeptics.stackexchange.com/questions/30896#30904,na,2,2,1,30896
did stephen hawking say that blackholes dont exist,https://skeptics.stackexchange.com/questions/30962#30987,no,2.333333333,3,1,30962
does ones personality set in at seven years old,https://skeptics.stackexchange.com/questions/30995#31003,no,1.333333333,2.666666667,1,30995
are people who love inspirational quotes less intelligent,https://skeptics.stackexchange.com/questions/31015#31017,na,1,1.666666667,1,31015
can you tell someone is hungry based on stomach rumbling,https://skeptics.stackexchange.com/questions/31047#31052,yes,2,2,1,31047
do peanuts contain high levels of omega fatty acids,https://skeptics.stackexchange.com/questions/31073#31074,yes,1.666666667,2,1,31073
does drinking milk increase risk of death,https://skeptics.stackexchange.com/questions/31103#31146,na,2.333333333,2.666666667,1,31103
are there us labs that sell testosterone free tests for,https://skeptics.stackexchange.com/questions/31106#31107,yes,1,1.333333333,1,31106
can hypnosis be a contributing factor to suicide,https://skeptics.stackexchange.com/questions/31231#31276,yes,1.5,2,1,31231
did microsoft say that our attention spans are less than that of a goldfish,https://skeptics.stackexchange.com/questions/31374#31379,yes,2.333333333,2.333333333,1,31374
is eating food with your bare hands more tasty,https://skeptics.stackexchange.com/questions/31481#31492,na,2.333333333,2,1,31481
do men feel threatened by intelligent women,https://skeptics.stackexchange.com/questions/31529#31530,yes,2.5,3,1,31529
are annual contributions to carbon in the atmosphere due to human activities increasing by  per annum,https://skeptics.stackexchange.com/questions/31665#31666,no,2.333333333,2,1,31665
does the average american eat  animals during their lives,https://skeptics.stackexchange.com/questions/31743#31758,no,1.666666667,1.666666667,1,31743
does lowcalorie highprotein diet fitness regime allow simultaneous muscle growth and fat loss,https://skeptics.stackexchange.com/questions/31781#31814,yes,2.5,2,1,31781
does eating birds nests stimulate the regeneration of cells,https://skeptics.stackexchange.com/questions/31812#31856,no,1.333333333,2.666666667,1,31812
is castoreum from a beavers butt used for substitute vanilla flavoring,https://skeptics.stackexchange.com/questions/31837#31838,no,1,2.5,1,31837
does stress cause hair to go grey,https://skeptics.stackexchange.com/questions/31896#31901,yes,2,2.5,1,31896
do nightshades and tomatoes cause inflammation,https://skeptics.stackexchange.com/questions/31907#31911,na,1.666666667,2.666666667,1,31907
do frozen foods remain safe indefinitely,https://skeptics.stackexchange.com/questions/31919#31926,yes,2.333333333,2.666666667,1,31919
does water always boil at  c under normal atmospheric pressure,https://skeptics.stackexchange.com/questions/31944#31945,no,2,3,1,31944
is dream interpretation superstitious,https://skeptics.stackexchange.com/questions/31957#31962,na,2.666666667,1.333333333,1,31957
can the human sense of touch work at the atomic scale,https://skeptics.stackexchange.com/questions/32042#32046,yes,2,2.333333333,1,32042
does the gorilla koko have an iq in the range,https://skeptics.stackexchange.com/questions/32155#32157,yes,2.666666667,2.333333333,1,32155
does supplementation of garlicallicin reduce the risk of catching the common cold significantly,https://skeptics.stackexchange.com/questions/32227#32238,na,2,2.5,1,32227
can you measure the quality of fish oil by trying to dissolve styrofoam,https://skeptics.stackexchange.com/questions/32267#32273,na,1.333333333,2.333333333,1,32267
are the vitamins l and l necessary for rats to lactate,https://skeptics.stackexchange.com/questions/32364#32393,no,1.333333333,2.666666667,1,32364
is  of the bodys serotonin found in the bowels,https://skeptics.stackexchange.com/questions/32404#32420,yes,2.333333333,2.333333333,1,32404
do highfat diets causes heart disease,https://skeptics.stackexchange.com/questions/32423#32520,na,2.666666667,2,1,32423
is it illegal in germany to waste food at a restaurant,https://skeptics.stackexchange.com/questions/32424#32497,no,2,2.666666667,1,32424
does himalayan salt have positive effects on the ph balance inside the human body,https://skeptics.stackexchange.com/questions/32438#32441,no,1.666666667,2.333333333,1,32438
does standard table salt contain anticaking agents that prevent salts from disolving in our body,https://skeptics.stackexchange.com/questions/32449#32477,no,2,2.666666667,1,32449
is canadian pm trudeaus explanation about quantum computing accurate,https://skeptics.stackexchange.com/questions/32539#32543,na,2,2,1,32539
was dark matter invented to explain the formation of primordial stars,https://skeptics.stackexchange.com/questions/32610#32618,no,1.333333333,2.333333333,1,32610
can anxiety increase body odor,https://skeptics.stackexchange.com/questions/32646#34955,yes,2,3,1,32646
does this video show a water droplet in gravitational orbit,https://skeptics.stackexchange.com/questions/32720#32721,no,1.666666667,2.333333333,1,32720
do we dream every night,https://skeptics.stackexchange.com/questions/32929#32940,yes,2.666666667,2.333333333,1,32929
are fruits better than processed fruit juices,https://skeptics.stackexchange.com/questions/32930#32939,yes,3,3,1,32930
do supermarkets spray fruit to keep it from rotting,https://skeptics.stackexchange.com/questions/32995#33025,yes,1.666666667,2.666666667,1,32995
was a misplaced decimal point responsible for the popular belief that spinach has a lot of iron,https://skeptics.stackexchange.com/questions/33189#34203,no,2,2.5,1,33189
can humans digest the iron present in spinach,https://skeptics.stackexchange.com/questions/34220#34252,na,1.666666667,1.666666667,1,34220
does a lack of radiation shadows disprove the big bang theory,https://skeptics.stackexchange.com/questions/34226#34231,na,2,1.333333333,1,34226
does michio kaku claim he has found proof of gods existence,https://skeptics.stackexchange.com/questions/34234#34293,na,1.666666667,2,1,34234
does fluoridated water increase the risk of fractures amongst osteoporosis patients,https://skeptics.stackexchange.com/questions/34301#34309,no,1,2.333333333,1,34301
do sandwiches taste better when someone else makes them,https://skeptics.stackexchange.com/questions/34311#34315,no,1,2,1,34311
did tony yahle die and come back to life,https://skeptics.stackexchange.com/questions/34463#34466,yes,2,2.666666667,1,34463
does having a spoon in the cup keep your coffee hot for longer,https://skeptics.stackexchange.com/questions/34600#34602,no,2,2.666666667,1,34600
did a yearold highschool girl in iran produce nuclear energy at her home in,https://skeptics.stackexchange.com/questions/34714#44083,na,2.333333333,2.333333333,1,34714
is fructose the  source of obesity in the united states today,https://skeptics.stackexchange.com/questions/34808#35245,no,1.666666667,3,1,34808
is biochemical transmutations of elements possible,https://skeptics.stackexchange.com/questions/34824#34850,no,1.666666667,1.666666667,1,34824
has the cern lhc muon detector caused mini singularities within earths atmosphere,https://skeptics.stackexchange.com/questions/34893#34894,no,1.666666667,1.666666667,1,34893
have edible jars of honey been found in thousandyearold egyptian tombs,https://skeptics.stackexchange.com/questions/34922#34926,no,1.333333333,2,1,34922
can chinas quantum satellite transmit messages faster than light,https://skeptics.stackexchange.com/questions/34952#34953,no,2,3,1,34952
is bhutan an extremely happy country,https://skeptics.stackexchange.com/questions/34964#34965,no,2.333333333,2.333333333,1,34964
does eating diatomaceous earth have these benefits,https://skeptics.stackexchange.com/questions/34971#34990,no,1.333333333,2.333333333,1,34971
do children in daycare have elevated cortisol levels,https://skeptics.stackexchange.com/questions/35013#35014,no,2,2,1,35013
does a female breast shape predict personality,https://skeptics.stackexchange.com/questions/35031#35043,no,2,2,1,35031
does consuming foods rich in phytic acid prevent mineral absorption,https://skeptics.stackexchange.com/questions/35091#35203,na,1.666666667,2,1,35091
does it take time for the brain to realize that you have eaten too much,https://skeptics.stackexchange.com/questions/35330#35331,yes,1.5,2,1,35330
can waterseer extract as much as  l per day from the air,https://skeptics.stackexchange.com/questions/35472#35473,na,2,3,1,35472
are cheap tea bags dangerous to your health due to high fluoride levels,https://skeptics.stackexchange.com/questions/35494#45468,na,2.333333333,3,1,35494
do the vitamins in a smoothie degrade when put in the fridge,https://skeptics.stackexchange.com/questions/35545#35547,no,2.333333333,2.666666667,1,35545
was this video of a home made phone charger faked,https://skeptics.stackexchange.com/questions/35562#35564,yes,2,2.666666667,1,35562
is the rs sarmat missile capable of destroying an area the size of france,https://skeptics.stackexchange.com/questions/35637#35669,no,2,2.333333333,1,35637
is trichina a deadly parasite,https://skeptics.stackexchange.com/questions/35652#36098,yes,2.666666667,2,1,35652
is tequila a probiotic,https://skeptics.stackexchange.com/questions/35736#36811  ,no,1.333333333,2.333333333,1,35736
is it possible to cause a skin burn by telling a hypnotized subject they are touching a hot object,https://skeptics.stackexchange.com/questions/35883#41097,no,2.666666667,2,1,35883
does the supermoon have a measurable effect on probability and magnitude of earthquakes,https://skeptics.stackexchange.com/questions/35888#37979,no,1.666666667,2.666666667,1,35888
are human fetal cells used to produce pepsi,https://skeptics.stackexchange.com/questions/35912#35914,no,2,2.5,1,35912
are we in a low co period compared to the last  million years,https://skeptics.stackexchange.com/questions/35927#35940,yes,3,2,1,35927
is half of the climate change in the past  years due to natural variation in the suns output,https://skeptics.stackexchange.com/questions/35963#35988,no,2.5,2.5,1,35963
is msg excitotoxic,https://skeptics.stackexchange.com/questions/36000#36001 ,no,1.333333333,2.333333333,1,36000
do  of us americans think that global warming is unproblematic since christ will return soon,https://skeptics.stackexchange.com/questions/36010#36011,no,2,2.333333333,1,36010
is this refutation of climate change scientifically valid,https://skeptics.stackexchange.com/questions/36045#36048,no,2.333333333,1.666666667,1,36045
does the em drive electromagnetic drive work despite the apparent lack of propellant,https://skeptics.stackexchange.com/questions/36064#36083,na,1.5,2.5,1,36064
is global warming impossible because of cos dilution,https://skeptics.stackexchange.com/questions/36225#36264,no,2,2.333333333,1,36225
did donald trump say that global warming was a hoax invented by the chinese,https://skeptics.stackexchange.com/questions/36330#36343,yes,2.333333333,2.666666667,1,36330
are people more careless with their mobile phones when an upgrade is due,https://skeptics.stackexchange.com/questions/36365#36366,na,2.333333333,1.666666667,1,36365
is the difference between men and women estimates of their number of sexual partners caused because men estimate rather than count,https://skeptics.stackexchange.com/questions/36393#36397,na,2,1.666666667,1,36393
does plan b levonorgestrel prevent implantation of fertilized eggs,https://skeptics.stackexchange.com/questions/36535#36547,na,1.666666667,2.333333333,1,36535
is the statistic  of people achieve their new years resolutions based on facts,https://skeptics.stackexchange.com/questions/36549#36550,no,2,2.5,1,36549
are men attracted to women that look like their mothers,https://skeptics.stackexchange.com/questions/36555#36560,na,1.666666667,2,1,36555
do people who swap sugary sodas for diet sodas lose weight,https://skeptics.stackexchange.com/questions/36556#36575,na,1.666666667,2,1,36556
did elvis consume  calories a day at the end of his life,https://skeptics.stackexchange.com/questions/36629#36631,no,2.5,2,1,36629
can you predict a number that is randomly chosen by a person better than chance,https://skeptics.stackexchange.com/questions/36652#36655,yes,2.5,3,1,36652
do people feel indebted when they receive a free sample and are therefore more likely to buy,https://skeptics.stackexchange.com/questions/36683#36687,yes,2,3,1,36683
is pubic hair important for keeping pathogens from entering the vagina,https://skeptics.stackexchange.com/questions/36892#36893,yes,2.333333333,2,1,36892
is donald trump forcing the epa to take down all climate change information,https://skeptics.stackexchange.com/questions/36897#36908,na,2,2.333333333,1,36897
are milk and butter from grassfed cows better for you,https://skeptics.stackexchange.com/questions/37049#37055,no,1.666666667,2.666666667,1,37049
did noaa publish a fake map with temperature data it doesnt have,https://skeptics.stackexchange.com/questions/37119#37147,no,1.666666667,3,1,37119
does having a natural birth offer health benefits to the child vs use of pain medication,https://skeptics.stackexchange.com/questions/37121#37124,no,2.333333333,2,1,37121
did dna in a quartz container absorb every photon in the room,https://skeptics.stackexchange.com/questions/37266#37306,no,2,1.666666667,1,37266
did the dalai lama cause mongolians to significantly reduce their alcohol consumption,https://skeptics.stackexchange.com/questions/37483#37488,na,2.5,1.5,1,37483
does the combination of diet exercising sleeping and stress reduction help in the prevention of alzheimers disease,https://skeptics.stackexchange.com/questions/37573#37583,na,1.333333333,2,1,37573
is the great barrier reef dead after  years of being alive,https://skeptics.stackexchange.com/questions/37603#37604,no,3,3,1,37603
are men expressing homophobia more likely to be homosexual,https://skeptics.stackexchange.com/questions/37628#37633,na,2.333333333,2,1,37628
is there any evidence that soldiers turned traitor due to chinese brainwashing,https://skeptics.stackexchange.com/questions/37672#37784,yes,2,2.666666667,1,37672
does the logarithmic nature of global warming invalidate climate change claims,https://skeptics.stackexchange.com/questions/37709#37730,no,2.333333333,2.333333333,1,37709
do snowballs snowball,https://skeptics.stackexchange.com/questions/38013#38020,yes,2.333333333,2.666666667,1,38013
are liberalleftwing people more intelligent than conservativerightwing people,https://skeptics.stackexchange.com/questions/38143#38150,na,2.666666667,2.666666667,1,38143
does leonardo dicaprio fly on private jets,https://skeptics.stackexchange.com/questions/38155#38159,yes,2,2.333333333,1,38155
does eating burnt toast neutralize ingested poison,https://skeptics.stackexchange.com/questions/38214#38215,no,2.333333333,2,1,38214
does cold water boil faster than hot water,https://skeptics.stackexchange.com/questions/38309#38311,no,3,3,1,38309
do hats or ponytails induce baldness,https://skeptics.stackexchange.com/questions/38349#38379,yes,2.333333333,2.666666667,1,38349
can mold cause gerd acid reflux,https://skeptics.stackexchange.com/questions/38399#39799,yes,1.666666667,2,1,38399
do russians get depressed the same way americans do,https://skeptics.stackexchange.com/questions/38667#38795,na,2,2,1,38667
does drinking matcha tea reduce ldl cholesterol in humans,https://skeptics.stackexchange.com/questions/38686#42540  ,yes,2.333333333,2.333333333,1,38686
do  of adults in the united states believe that chocolate milk comes from brown cows,https://skeptics.stackexchange.com/questions/38705#38706,na,1.666666667,1.666666667,1,38705
is olive oil sold in supermarkets largely made from other oils,https://skeptics.stackexchange.com/questions/38708#38710,no,1.666666667,2,1,38708
do cows produce more co than cars,https://skeptics.stackexchange.com/questions/38750#38751,yes,2.666666667,2.333333333,1,38750
does charging a phone use the same power as a washing machine,https://skeptics.stackexchange.com/questions/38847#38849,no,1.666666667,2.333333333,1,38847
does tilapia have a greater inflammatory potential than bacon,https://skeptics.stackexchange.com/questions/38856#38857,yes,2,2.333333333,1,38856
did almost all tilapia sold in us undergo sex change,https://skeptics.stackexchange.com/questions/38861#38866,na,1.333333333,1,1,38861
does significant consumption of french fries double your chance of death,https://skeptics.stackexchange.com/questions/38953#38960,yes,2,2,1,38953
are second children more likely to be troublemakers,https://skeptics.stackexchange.com/questions/39016#39962  ,yes,2,2,1,39016
did israel install cameras that can see through clothing on the temple mount,https://skeptics.stackexchange.com/questions/39049#39050,no,2.666666667,2.333333333,1,39049
did a lightning strike make a river roll and boil,https://skeptics.stackexchange.com/questions/39126#39127,no,1.333333333,2,1,39126
are cheap scallops made from flounders or stingrays,https://skeptics.stackexchange.com/questions/39179#39186,no,1.666666667,2.333333333,1,39179
can honey help heal wounds,https://skeptics.stackexchange.com/questions/39258#39260,yes,1.666666667,2,1,39258
did an apple falling on newtons head help him build his theory of gravity,https://skeptics.stackexchange.com/questions/39443#39444,yes,2,2,1,39443
are cornflakes more toxic to rats than cardboard,https://skeptics.stackexchange.com/questions/39563#39577,no,2.666666667,2.333333333,1,39563
does mortality fall when doctors go on strike,https://skeptics.stackexchange.com/questions/39614#39615,na,1.333333333,1.666666667,1,39614
is the association between homosexuality and mental illness likely to have a genetic basis,https://skeptics.stackexchange.com/questions/39705#39722,na,2,3,1,39705
does grabbing a fidget spinner in zero g cause your body to tumble rapidly,https://skeptics.stackexchange.com/questions/39757#39761,no,1.666666667,2,1,39757
was slipping on a banana peel an actual danger in the early th century,https://skeptics.stackexchange.com/questions/39765#39771,yes,2,3,1,39765
does plutonium exist in the world apart from being manufactured,https://skeptics.stackexchange.com/questions/39768#39769,yes,1.666666667,2.333333333,1,39768
is there a scientific consensus that no level of ionizing radiation is safe,https://skeptics.stackexchange.com/questions/39804#42042,no,2,3,1,39804
have  scientific papers been published in  which cast doubt on anthropogenic climate change,https://skeptics.stackexchange.com/questions/39822#39832,no,2.333333333,2.666666667,1,39822
is climate change causing jellyfish to wash up on the beach,https://skeptics.stackexchange.com/questions/39904#39912,yes,2.333333333,2.333333333,1,39904
is selfdiscipline more important than iq in predicting academic performance,https://skeptics.stackexchange.com/questions/40044#40221,yes,2.333333333,2,1,40044
was there a picture of freud above a urinal at washington university,https://skeptics.stackexchange.com/questions/40146#40148,na,1.666666667,1.666666667,1,40146
do wifi and cellphones increase the risk of miscarriage,https://skeptics.stackexchange.com/questions/40218#40219,no,2,3,1,40218
does susan crockford have any scientific credentials related to polar bears,https://skeptics.stackexchange.com/questions/40292#40293,no,1,1.333333333,1,40292
can gamma rays on an airplane damage a digital camera,https://skeptics.stackexchange.com/questions/40347#44209,no,2,2.333333333,1,40347
is stevia detrimental to reproductive function,https://skeptics.stackexchange.com/questions/40426#40434,no,1.666666667,2.666666667,1,40426
are  pounds of co produced from burning a gallon of gasoline,https://skeptics.stackexchange.com/questions/40499#40528,na,2.333333333,1.333333333,1,40499
does drinking alcohol and smoking marijuana at the same time cause any trouble,https://skeptics.stackexchange.com/questions/40655#40659,yes,2,1,1,40655
can joy milne smell parkinsons disease,https://skeptics.stackexchange.com/questions/40673#40683,na,2.333333333,3,1,40673
did thirteenth century scholars attempt to determine the congealing of oil by reading aristotle,https://skeptics.stackexchange.com/questions/40712#40763,na,2,2,1,40712
does  c warming increase the ho content of the atmosphere by,https://skeptics.stackexchange.com/questions/40820#40823,na,1.5,1.5,1,40820
is there compelling proof against an alternative to the law of conservation of energy,https://skeptics.stackexchange.com/questions/40828#40829,no,2,1.666666667,1,40828
is the implicit association test effective at determining an individuals biases,https://skeptics.stackexchange.com/questions/41176#41177,no,1.666666667,2.333333333,1,41176
did all iron on earth come from outer space,https://skeptics.stackexchange.com/questions/41234#42247 ,no,2.666666667,2.333333333,1,41234
is the laser built in ma gurele roma nia the most powerful in the world,https://skeptics.stackexchange.com/questions/41274#41300,yes,1.75,2,1,41274
does drinking cattle urine have health benefits,https://skeptics.stackexchange.com/questions/41372#41377 ,na,2.666666667,3,1,41372
can heart strings break after a deep emotional trauma,https://skeptics.stackexchange.com/questions/41423#41424,na,2.666666667,2.333333333,1,41423
has the speed of light significantly slowed down over the past  years,https://skeptics.stackexchange.com/questions/41604#41608,na,2,1,1,41604
does vitamin d supplementation increase the need for vitamin a,https://skeptics.stackexchange.com/questions/41617#41620,na,2.333333333,2.666666667,1,41617
can people identify narcissists by their eyebrows,https://skeptics.stackexchange.com/questions/41801#41806,na,2.333333333,1.333333333,1,41801
is the f aircraft literally invisible,https://skeptics.stackexchange.com/questions/41870#41873,na,3,1,1,41870
does one suv tank of ethanol take as much grain as could feed a person for a whole year,https://skeptics.stackexchange.com/questions/41943#41944,yes,1.5,3,1,41943
is the climate change responsible for the  european heatwave,https://skeptics.stackexchange.com/questions/41959#41964,yes,2,3,1,41959
do rife machines kill viruses and bacteria,https://skeptics.stackexchange.com/questions/42086#42087,na,1.333333333,2,1,42086
do plastics lower testosterone,https://skeptics.stackexchange.com/questions/42177#42201,yes,2.333333333,1.666666667,1,42177
did climate scientists in the s predict a  meter sea level rise by now,https://skeptics.stackexchange.com/questions/42192#42197,no,2.666666667,2.666666667,1,42192
is burning ha of grassland more environmentally damaging than  cars,https://skeptics.stackexchange.com/questions/42318#42333,na,1.333333333,2.333333333,1,42318
does the wowfixit screen protector harden phone screens,https://skeptics.stackexchange.com/questions/42340#42341,na,2,1.666666667,1,42340
do lobsters get stoned with marijuana,https://skeptics.stackexchange.com/questions/42352#42355,yes,2,2.666666667,1,42352
does boiling water with solid silver kill germs,https://skeptics.stackexchange.com/questions/42354#42356,yes,1.5,2,1,42354
does mifepristone ru korlym help cure depression,https://skeptics.stackexchange.com/questions/42420#42424,yes,2,2.666666667,1,42420
are scammers using social media fakenews sharing behaviour to identify and target gullible people,https://skeptics.stackexchange.com/questions/42479#42482,na,2.666666667,2,1,42479
does this dog food double the lifespan of dogs,https://skeptics.stackexchange.com/questions/42800#42806,no,1.333333333,2.666666667,1,42800
are most cases of polio derived from the polio vaccine,https://skeptics.stackexchange.com/questions/42804#42805,yes,2,3,1,42804
do humidifiers increase risk of respiratory infections,https://skeptics.stackexchange.com/questions/42825#42829,yes,1.5,1.5,1,42825
did the number of us food drug administration food safety inspections fall from the  to,https://skeptics.stackexchange.com/questions/42886#42888,yes,2,3,1,42886
does general relativity bring cosmic time,https://skeptics.stackexchange.com/questions/42915#42923,no,1.5,2.5,1,42915
does turning the lamp in my classroom off and on use more energy than it being turned on for  minutes,https://skeptics.stackexchange.com/questions/42966#42967,no,2,3,1,42966
do lipid droplets in our skin create a laser,https://skeptics.stackexchange.com/questions/42990#43003,no,1,2,1,42990
is this picture of the melting ice at the north pole legitimate,https://skeptics.stackexchange.com/questions/43036#43050,na,1,1.5,1,43036
did a prisoner die of needlestick injury when he was told that it was snake bite,https://skeptics.stackexchange.com/questions/43106#43110,no,2,2.333333333,1,43106
does drinking coffee interfere with magnesium absorption,https://skeptics.stackexchange.com/questions/43128#44702,no,1.666666667,2,1,43128
does heads up texas holdem have more possible hands than atoms in the universe,https://skeptics.stackexchange.com/questions/43220#43221,yes,2,2.666666667,1,43220
is this image of a skinny polar bear misleading,https://skeptics.stackexchange.com/questions/43222#43224,na,1.666666667,2.333333333,1,43222
does carbon dioxide pollute the atmosphere,https://skeptics.stackexchange.com/questions/43270#43271,yes,1.666666667,2,1,43270
do fevers caused by infection not exceed  f  c,https://skeptics.stackexchange.com/questions/43274#43276,no,1.333333333,2.333333333,1,43274
is the restoration of peat bogs an effective way to slow down humanmade climate change,https://skeptics.stackexchange.com/questions/43381#43703,na,1.666666667,2,1,43381
did jerry rubin eat so many carrots he turned orange,https://skeptics.stackexchange.com/questions/43419#43421,yes,1.5,2.5,1,43419
does skippy chunky peanut butter contain trans fat,https://skeptics.stackexchange.com/questions/43525#43527,yes,1.333333333,2.666666667,1,43525
does non alcoholic beer have roughly the same alcohol as orange juice or a ripe banana contain at  alcohol,https://skeptics.stackexchange.com/questions/43557#43559,no,2.333333333,2,1,43557
was  billion tons of carbon dioxide added to the atmosphere in,https://skeptics.stackexchange.com/questions/43572#43579,yes,1,3,1,43572
is bhutan the only carbon neutralnegative country,https://skeptics.stackexchange.com/questions/43599#43601,yes,2.333333333,2.333333333,1,43599
has the laser at magurele romania reached a tenth of the suns power,https://skeptics.stackexchange.com/questions/43635#43636,yes,2,2,1,43635
does the idaho potato commission associate potato skins with healthy eating,https://skeptics.stackexchange.com/questions/43704#43706,yes,2,2.5,1,43704
can light travel at x the speed of light,https://skeptics.stackexchange.com/questions/43728#43735,no,1.5,1.5,1,43728
is the walrus scene a result of climate change,https://skeptics.stackexchange.com/questions/43747#43753,na,2,2,1,43747
is it true that carbohydrates are of no use for the basal metabolic need,https://skeptics.stackexchange.com/questions/43820#43823,no,3,3,1,43820
do wooden building fires get hotter than  c,https://skeptics.stackexchange.com/questions/43833#43836,yes,2.666666667,2.666666667,1,43833
is the infinity mg a working generator that consumes no fuel,https://skeptics.stackexchange.com/questions/43868#43984,no,1,1.333333333,1,43868
can skipping breakfast increase risk of heart disease,https://skeptics.stackexchange.com/questions/43883#43884,yes,2.666666667,3,1,43883
can fracking help reduce co,https://skeptics.stackexchange.com/questions/43914#43920,yes,1.666666667,3,1,43914
did the myth of carrots improving eye sight begin as wwii propaganda,https://skeptics.stackexchange.com/questions/43924#43934,yes,2,2.5,1,43924
do recruiters hire people like themselves,https://skeptics.stackexchange.com/questions/43927#43930,yes,2.333333333,2.333333333,1,43927
did the the hampshire advertiser publish an article about many droughts in europe on saturday july,https://skeptics.stackexchange.com/questions/44011#44012,yes,2,2.5,1,44011
does having one fewer child reduce my carbon footprint as much as  people going vegan,https://skeptics.stackexchange.com/questions/44161#44162,yes,2,2,1,44161
can marijuana cause seizures in children,https://skeptics.stackexchange.com/questions/44167#44170,yes,2,2.333333333,1,44167
did an american kindergarten teach children the alphabet using corporate logos,https://skeptics.stackexchange.com/questions/44190#44197,na,1.5,2.5,1,44190
does a desirable difficulty in reading font affect memory retention,https://skeptics.stackexchange.com/questions/44229#44231,na,2,2.666666667,1,44229
is there reliable evidence that depleted uranium from the  nato bombing is causing cancer in serbia,https://skeptics.stackexchange.com/questions/44240#44242,na,3,2.5,1,44240
does a return economyclass seat between london and san francisco release  tonnes of co equivalents,https://skeptics.stackexchange.com/questions/44255#44256,na,2,1.333333333,1,44255
was the  c temperature in france in june  the highest ever recorded in france,https://skeptics.stackexchange.com/questions/44309#44310,yes,2.666666667,2,1,44309
did depressed people far more accurately estimate how many monsters they killed in a video game,https://skeptics.stackexchange.com/questions/44329#44330,na,1.666666667,2,1,44329
are a third of the proteins we consume dependent on synthetic fertilizer,https://skeptics.stackexchange.com/questions/44374#44409,yes,1.5,1.5,1,44374
has sea level rise slowed down,https://skeptics.stackexchange.com/questions/44399#44400,no,2.5,2.5,1,44399
do antisnoring acupressure rings reduce snoring,https://skeptics.stackexchange.com/questions/44418#44460,no,1.666666667,2.333333333,1,44418
are fussy babies more intelligent,https://skeptics.stackexchange.com/questions/44551#44562  ,na,1,2.333333333,1,44551
do beef farmed pastures net remove carbon emissions,https://skeptics.stackexchange.com/questions/44684#44689,no,1.5,3,1,44684
did the british navy fail to take into account the ballistics correction due to coriolis force during ww falkland islands battle,https://skeptics.stackexchange.com/questions/44759#44760,no,1.666666667,2.333333333,1,44759
is the current number of forest fires in the amazon right now considerably higher than usual,https://skeptics.stackexchange.com/questions/44787#44839,yes,2.666666667,2,1,44787
does sugar deplete enzymes allowing partially digested protein into the blood and triggering an immune response,https://skeptics.stackexchange.com/questions/44804#44833,no,2,2,1,44804
are the  amazon rainforest fires only  higher than the  year average,https://skeptics.stackexchange.com/questions/44844#44845,no,1.666666667,2.666666667,1,44844
is back pain often caused by unconscious emotional issues such as rage,https://skeptics.stackexchange.com/questions/44876#44880,na,2.333333333,1.666666667,1,44876
did the us climate reference network show no new warming since  in the us,https://skeptics.stackexchange.com/questions/44905#44906,no,2.333333333,3,1,44905
do milankovitch cycles fully explain climate change,https://skeptics.stackexchange.com/questions/44935#44937,no,2,2.333333333,1,44935
is low emotional intelligence associated with rightwing and prejudiced attitudes,https://skeptics.stackexchange.com/questions/44952#44957,yes,2.333333333,3,1,44952
does wetting a beer glass change the foam characteristics,https://skeptics.stackexchange.com/questions/44984#44985,yes,1,2,1,44984
does the us armed forces refuse to recruit anyone with an iq less than,https://skeptics.stackexchange.com/questions/45013#45014,yes,2,2.333333333,1,45013
does the usa have the highest cumulative co emissions since,https://skeptics.stackexchange.com/questions/45065#45066,yes,2,2,1,45065
does microwaving food create particles that are not created when warming food by conventional means,https://skeptics.stackexchange.com/questions/45264#45265,no,2.333333333,1.666666667,1,45264
did  scientists sign a declaration saying there is no climate emergency,https://skeptics.stackexchange.com/questions/45270#45271,na,2,2.5,1,45270
do termites produce  times more co than humans,https://skeptics.stackexchange.com/questions/45290#45291,yes,2,2.333333333,1,45290
do different sections of candy corn taste different,https://skeptics.stackexchange.com/questions/45317#45325,na,1.333333333,1,1,45317
does milk make your bones stronger,https://skeptics.stackexchange.com/questions/45356#45359,yes,3,3,1,45356
can hypohydrosis inability to sweat be caused be excess adrenaline,https://skeptics.stackexchange.com/questions/45411#45465,no,1.666666667,2,1,45411
